name,Latitude,Longitude,Number,Street,City,State,County,Zip,url,count,total_homeless,adjusted_homeless
House of Hope For Women,32.506909,-94.787828,3011,W Marshall Ave,Longview,TX,Texas Balance of State CoC,75604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11527,91,9198,101.07692307692308
Hiway 80 Rescue Mission,32.50706,-94.789129,3117,W Marshall Ave,Longview,TX,Texas Balance of State CoC,75604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11526,91,9198,101.07692307692308
Highway 80 Rescue Mission,32.50706,-94.789129,3117,W Marshall Ave,Longview,TX,Texas Balance of State CoC,75604,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10183,91,9198,101.07692307692308
Restoration Empowerment Center Shelter for Women and Children,33.580292,-101.852294,1611,Ave O,Lubbock,TX,Texas Balance of State CoC,79401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=16013,91,9198,101.07692307692308
Salvation Army Lubbock Emergency Shelter,33.580311,-101.846968,1614,Ave J,Lubbock,TX,Texas Balance of State CoC,79401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11550,91,9198,101.07692307692308
Family Promise of Lubbock,33.581587,-101.849986,1319,15th St,Lubbock,TX,Texas Balance of State CoC,79401,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10802,91,9198,101.07692307692308
Godtel Ministries,30.7057247,-94.9330244,1607,S Washington Ave,Livingston,TX,Texas Balance of State CoC,77351,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7502,91,9198,101.07692307692308
"Marshall's My Friend's House, Inc.",32.529704,-94.338013,2610,Elysian Fields Ave,Marshall,TX,Texas Balance of State CoC,75672,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13287,91,9198,101.07692307692308
Catholic Charities Respite Center Shelter,26.203106,-98.23543,111,S 15th St,McAllen,TX,Texas Balance of State CoC,78501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15738,91,9198,101.07692307692308
"Victory Ministries of the Rio Grande Valley, Inc",26.206742,-98.239295,1901,Cedar Ave,McAllen,TX,Texas Balance of State CoC,78501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14834,91,9198,101.07692307692308
Mujeres Unidas/Women Together,26.208653,-98.241099,420,N 21st St,McAllen,TX,Texas Balance of State CoC,78501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7783,91,9198,101.07692307692308
The Samaritan Inn McKinney,33.221609,-96.612752,1710,N McDonald St,McKinney,TX,"Dallas City & County, Irving CoC",75071,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14390,27,4471,165.59259259259258
Family Promise of Midland,31.99498,-102.108184,2908,W Ohio Ave,Midland,TX,Texas Balance of State CoC,79701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11516,91,9198,101.07692307692308
Salvation Army Midland TX Homeless Shelter,31.998189,-102.061396,600,E Wall St,Midland,TX,Texas Balance of State CoC,79701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11551,91,9198,101.07692307692308
Midland Fair Havens,32.035107,-102.115061,2400,Whitmire Blvd,Midland,TX,Texas Balance of State CoC,79705,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7765,91,9198,101.07692307692308
Family Crisis Center of East Texas Nacogdoches,31.640745,-94.654688,3909,North St,Nacogdoches,TX,Texas Balance of State CoC,75965,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8247,91,9198,101.07692307692308
Jesus House of Odessa,31.856263,-102.355947,1335,E 6th St,Odessa,TX,Texas Balance of State CoC,79761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11528,91,9198,101.07692307692308
Family Promise of Odessa,31.855878,-102.354898,1354,E 6th St,Odessa,TX,Texas Balance of State CoC,79761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11517,91,9198,101.07692307692308
Salvation Army Odessa TX Homeless Shelter,31.857341,-102.365099,810,E 11th St,Odessa,TX,Texas Balance of State CoC,79761,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11552,91,9198,101.07692307692308
Mission Messiah for Women and Children,31.839056,-102.379649,1213,W 2nd St,Odessa,TX,Texas Balance of State CoC,79763,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11534,91,9198,101.07692307692308
New Hope Center of Paris,33.657682,-95.560268,450,4th St SW,Paris,TX,Texas Balance of State CoC,75460,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14819,91,9198,101.07692307692308
Shelter Agencies For Familes in Paris Texas,33.655773,-95.564595,615,9th St SW,Paris,TX,Texas Balance of State CoC,75460,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11578,91,9198,101.07692307692308
Sarah's House,29.674209,-95.202559,711,Perla Rd,Pasadena,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",77502,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9802,42,3974,94.61904761904762
Bridge Over Troubled Water Inc,29.652472,-95.20602,3811,Allen Genoa Rd,Pasadena,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",77504,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7211,42,3974,94.61904761904762
Hope's Door New Beginning Center,32.9135780334473,-96.6425933837891,218,N 10th St,Garland,TX,"Dallas City & County, Irving CoC",75074,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13830,27,4471,165.59259259259258
City House,33.02123,-96.702812,902,E 16th St,Plano,TX,"Dallas City & County, Irving CoC",75074,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7304,27,4471,165.59259259259258
Port Cities Rescue Mission,29.875964,-93.933538,900,6th St,Port Arthur,TX,Texas Balance of State CoC,77640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11537,91,9198,101.07692307692308
Lazarus Recovery Project for Single Women,29.875577,-93.93357,531,Atlanta Ave,Port Arthur,TX,Texas Balance of State CoC,77640,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11531,91,9198,101.07692307692308
Parks Youth Ranch,29.413827,-95.762303,11614,FM 361,Richmond,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",77469,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15822,42,3974,94.61904761904762
Hope Alliance Women's Shelter,30.495398,-97.66659,1011,Gattis School Rd,Round Rock,TX,Texas Balance of State CoC,78664,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10284,91,9198,101.07692307692308
Visitation House,29.456054,-98.50953,945,W Huisache Ave,San Antonio,TX,San Antonio/Bexar County CoC,78201,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8202,15,2932,195.46666666666667
The Salvation Army Dave Coy Shelter for Men,29.427292,-98.479715,226,Nolan St,San Antonio,TX,San Antonio/Bexar County CoC,78202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11461,15,2932,195.46666666666667
Catholic Worker House Day Shelter,29.427246,-98.473659,626,Nolan St,San Antonio,TX,San Antonio/Bexar County CoC,78202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11456,15,2932,195.46666666666667
Strong Foundation Emergency and Transitional Housing,29.424288,-98.472808,414,N Hackberry St,San Antonio,TX,San Antonio/Bexar County CoC,78202,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11459,15,2932,195.46666666666667
Guadalupe Home,29.426272,-98.52156,2102,Buena Vista St,San Antonio,TX,San Antonio/Bexar County CoC,78207,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7537,15,2932,195.46666666666667
Haven For Hope,29.432888,-98.505912,1,Haven For Hope Way,San Antonio,TX,San Antonio/Bexar County CoC,78207,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10120,15,2932,195.46666666666667
Family Violence Prevention Services  Inc.,29.505716,-98.466606,7911,Broadway,San Antonio,TX,San Antonio/Bexar County CoC,78209,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7459,15,2932,195.46666666666667
Seton Home,29.387739,-98.491227,1115,Mission Rd,San Antonio,TX,San Antonio/Bexar County CoC,78210,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8024,15,2932,195.46666666666667
Salvation Army Family Shelter W. Elmira,29.434618,-98.498206,519,W Elmira St,San Antonio,TX,San Antonio/Bexar County CoC,78212,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11458,15,2932,195.46666666666667
Youth Alternatives  Inc.,29.488838,-98.526708,3103,West Ave,San Antonio,TX,San Antonio/Bexar County CoC,78213,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8263,15,2932,195.46666666666667
San Antonio Rescue Mission,29.439693,-98.48606,907,E Quincy St,San Antonio,TX,San Antonio/Bexar County CoC,78215,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8001,15,2932,195.46666666666667
SAMMinistries Transitional Living and Learning Center,29.498123,-98.506899,5254,Blanco Rd,San Antonio,TX,San Antonio/Bexar County CoC,78216,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7931,15,2932,195.46666666666667
Fairweather Family Lodge,29.563446,-98.611361,6363,De Zavala Rd,San Antonio,TX,San Antonio/Bexar County CoC,78249,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8002,15,2932,195.46666666666667
The Childrens Shelter,29.457269,-98.551532,2939,W Woodlawn Ave,San Antonio,TX,San Antonio/Bexar County CoC,78228,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8126,15,2932,195.46666666666667
La Posada Providencia,26.124456,-97.658962,30094,Marydale Rd,San Benito,TX,Texas Balance of State CoC,78586,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11530,91,9198,101.07692307692308
Southside Community Center Homeless Shelter,29.874687,-97.940292,518,S Guadalupe St,San Marcos,TX,Texas Balance of State CoC,78666,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8054,91,9198,101.07692307692308
Salvation Army of Grayson County Texas,33.695036,-96.577043,5700,Texoma Pkwy,Sherman,TX,Texas Balance of State CoC,75090,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11464,91,9198,101.07692307692308
North Texas Youth Connection,33.639263,-96.590688,1602,E Lamar St,Sherman,TX,Texas Balance of State CoC,75090,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10426,91,9198,101.07692307692308
Family Promise of East Bell County,31.092629,-97.330086,1018,E Ave A,Temple,TX,Texas Balance of State CoC,76501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10266,91,9198,101.07692307692308
Reaching Out Crisis Ministries,31.090866,-97.349643,707,S 11th St,Temple,TX,Texas Balance of State CoC,76504,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13981,91,9198,101.07692307692308
"Randy Sams' Outreach Shelter, Inc.",33.421933,-94.048449,402,Oak St,Texarkana,TX,Texas Balance of State CoC,75501,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9923,91,9198,101.07692307692308
Worthy Ministries Inc,29.379792,-94.969366,5105,Timothy St,Texas City,TX,Texas Balance of State CoC,77591,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13199,91,9198,101.07692307692308
Montgomery County Women's Center,30.171798,-95.462776,1600,Lakefront Cir,Spring,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",77381,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7779,42,3974,94.61904761904762
Salvation Army of Tyler Texas,32.357045,-95.300376,633,N Broadway Ave,Tyler,TX,Texas Balance of State CoC,75702,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10559,91,9198,101.07692307692308
Van Horn Community Christian Shelter,31.039804,-104.828982,210,W Broadway,Van Horn,TX,Texas Balance of State CoC,79855,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8195,91,9198,101.07692307692308
Salvation Army Victoria TX,28.807186,-96.991962,1302,N Louis St,Victoria,TX,Texas Balance of State CoC,77901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11554,91,9198,101.07692307692308
Perpetual Help Home Women's Shelter,28.795939,-97.000013,705,E Santa Rosa St,Victoria,TX,Texas Balance of State CoC,77901,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11536,91,9198,101.07692307692308
My Brother's Keeper Homeless Emergency Shelter,31.549357,-97.136981,1217,Mary Ave,Waco,TX,Waco/McLennan County CoC,76701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11535,4,234,58.5
Compassion Ministries of Waco,31.549513,-97.140297,1421,Austin Ave,Waco,TX,Waco/McLennan County CoC,76701,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7351,4,234,58.5
Salvation Army Waco Emergency Shelter Transient Lodge,31.522379,-97.178389,4721,W Waco Dr,Waco,TX,Waco/McLennan County CoC,76710,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11518,4,234,58.5
Salvation Army's Sally's House,31.522379,-97.178389,4721,W Waco Dr,Waco,TX,Waco/McLennan County CoC,76710,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14762,4,234,58.5
Daniel's Den Ministries,32.38641,-96.852248,507,W Jefferson St,Waxahachie,TX,Texas Balance of State CoC,75165,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11512,91,9198,101.07692307692308
Freedom House,32.759156,-97.776717,1149,Ft Worth Hwy,Weatherford,TX,"Fort Worth, Arlington/Tarrant County CoC",76086,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7478,21,2126,101.23809523809524
Bay Area Turning Point,29.5335,-95.121426,210,S Walnut St,Webster,TX,"Houston, Pasadena, Conroe/Harris, Ft. Bend, Montgomery, Counties CoC",77598,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7164,42,3974,94.61904761904762
Wichita Falls Faith Mission,33.905596,-98.490318,1300,Travis St,Wichita Falls,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",76301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11514,5,236,47.2
Children's Aid Society of West Texas Inc.,33.883267,-98.483922,1101,30th St,Wichita Falls,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",76302,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7276,5,236,47.2
Faith Refuge Shelter for Women and Children,33.867386,-98.47044,710,E Hatton Rd,Wichita Falls,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",76302,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=13002,5,236,47.2
Salvation Army Wichita Falls,33.915628,-98.488267,403,7th St,Wichita Falls,TX,"Wichita Falls/Wise, Palo Pinto, Wichita, Archer Counties CoC",76301,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11555,5,236,47.2
Grays Harbor Youth Center,46.978671,-123.821464,111,E 4th St,Aberdeen,WA,Washington Balance of State CoC,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=9530,27,5668,209.92592592592592
Union Gospel Mission of Grays Harbor,46.975213,-123.812969,405,E Heron St,Aberdeen,WA,Washington Balance of State CoC,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=8175,27,5668,209.92592592592592
Esther Women's Shelter,46.971132,-123.828217,807,W 1st St,Aberdeen,WA,Washington Balance of State CoC,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15027,27,5668,209.92592592592592
Faithhouse Ministries,46.974806,-123.816555,211,E Wishkah St,Aberdeen,WA,Washington Balance of State CoC,98520,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=11764,27,5668,209.92592592592592
Anacortes Family Center,48.5002,-122.613792,1011,27th St,Anacortes,WA,Washington Balance of State CoC,98221,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=10096,27,5668,209.92592592592592
Arcadia Shelter,47.316613,-122.221211,702,10th St NE,Auburn,WA,Seattle/King County CoC,98002,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15609,35,11751,335.74285714285713
Congregations for the Homeless,47.61455,-122.187722,515,116th Ave NE,Bellevue,WA,Seattle/King County CoC,98004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14206,35,11751,335.74285714285713
Men's Eastside Winter Shelter,47.61455,-122.187722,515,116th Ave NE,Bellevue,WA,Seattle/King County CoC,98004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14788,35,11751,335.74285714285713
Sophia's Place,47.638293,-122.20106,3032,Bellevue Way NE,Bellevue,WA,Seattle/King County CoC,98004,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15707,35,11751,335.74285714285713
LightHouse Mission Shelter,48.755514,-122.488317,1013,W Holly St,Bellingham,WA,Washington Balance of State CoC,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15069,27,5668,209.92592592592592
Whatcom Housing Programs,48.745547,-122.480982,1020,N State St,Bellingham,WA,Washington Balance of State CoC,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14451,27,5668,209.92592592592592
The PAD,48.745547,-122.480982,1020,N State St,Bellingham,WA,Washington Balance of State CoC,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14452,27,5668,209.92592592592592
YWCA Transitional Housing,48.745289,-122.479008,1026,N Forest St,Bellingham,WA,Washington Balance of State CoC,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=14457,27,5668,209.92592592592592
Lighthouse Mission,48.755343,-122.487038,910,W Holly St,Bellingham,WA,Washington Balance of State CoC,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=7708,27,5668,209.92592592592592
Hope House Multi Service Center,48.757971,-122.473072,207,Kentucky St,Bellingham,WA,Washington Balance of State CoC,98225,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=15035,27,5668,209.92592592592592
Oasis Teen Shelter,48.4221954345703,-122.33406829834,125,N 5th St,Mount Vernon,WA,Washington Balance of State CoC,98337,https://www.homelessshelterdirectory.org/cgi-bin/id/shelter.cgi?shelter=12808,27,5668,209.92592592592592
